id,Year,Month number,Offence category,Offence type,Reporting region ,Statistical Area 2,Number of offences
5214,2016,4,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
5215,2016,4,Acts intended to cause injury,Assault,Palmerston,-,11
5216,2016,4,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,1
5217,2016,4,Commercial break-ins,Commercial break-ins actual,Darwin,-,47
5218,2016,4,Commercial break-ins,Commercial break-ins actual,Palmerston,-,13
5219,2016,4,Commercial break-ins,Commercial break-ins attempted,Darwin,-,6
5220,2016,4,House break-ins,House break-ins actual,Darwin,-,42
5221,2016,4,House break-ins,House break-ins actual,Palmerston,-,18
5222,2016,4,House break-ins,House break-ins attempted,Darwin,-,4
5223,2016,4,House break-ins,House break-ins attempted,Palmerston,-,7
5224,2016,4,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,36
5225,2016,4,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,4
5226,2016,4,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,3
5227,2016,4,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,12
5228,2016,4,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,53
5229,2016,4,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,1
5230,2016,4,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
5231,2016,4,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,21
5232,2016,4,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,3
5233,2016,4,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,1
5234,2016,4,Property Damage Offences,Property damage offences,Darwin,-,227
5235,2016,4,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,12
5236,2016,4,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,3
5237,2016,4,Property Damage Offences,Property damage offences,Palmerston,-,67
5238,2016,4,Robbery - extortion and related offences,Robbery,Darwin,-,5
5239,2016,4,Robbery - extortion and related offences,Robbery,Palmerston,-,3
5240,2016,4,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,1
5241,2016,4,Sexual Assault and related offences,Sexual assault,Darwin,-,13
5242,2016,4,Sexual Assault and related offences,Sexual assault,NT Balance,Humpty Doo,3
5243,2016,4,Sexual Assault and related offences,Sexual assault,Palmerston,-,2
5244,2016,4,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,246
5245,2016,4,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,5
5246,2016,4,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,4
5247,2016,4,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,86
5248,2016,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,2
5249,2016,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Palmerston,-,1
5250,2016,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,4
5251,2016,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,2
5252,2016,5,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,6
5253,2016,5,Acts intended to cause injury,Assault,Darwin,-,30
5254,2016,5,Acts intended to cause injury,Assault,Palmerston,-,8
5255,2016,5,Acts intended to cause injury,Assault,Darwin,-,39
5256,2016,5,Acts intended to cause injury,Assault,Palmerston,-,7
5257,2016,5,Acts intended to cause injury,Assault,Darwin,-,4
5258,2016,5,Acts intended to cause injury,Assault,Palmerston,-,6
5259,2016,5,Acts intended to cause injury,Assault,Darwin,-,22
5260,2016,5,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
5261,2016,5,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
5262,2016,5,Acts intended to cause injury,Assault,Palmerston,-,7
5263,2016,5,Acts intended to cause injury,Assault,Darwin,-,15
5264,2016,5,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
5265,2016,5,Acts intended to cause injury,Assault,Palmerston,-,6
5266,2016,5,Acts intended to cause injury,Assault,Darwin,-,15
5267,2016,5,Acts intended to cause injury,Assault,NT Balance,Howard Springs,5
5268,2016,5,Acts intended to cause injury,Assault,Palmerston,-,6
5269,2016,5,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,1
5270,2016,5,Commercial break-ins,Commercial break-ins actual,Darwin,-,54
5271,2016,5,Commercial break-ins,Commercial break-ins actual,NT Balance,Howard Springs,2
5272,2016,5,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,4
5273,2016,5,Commercial break-ins,Commercial break-ins actual,Palmerston,-,19
5274,2016,5,Commercial break-ins,Commercial break-ins attempted,Darwin,-,7
5275,2016,5,Commercial break-ins,Commercial break-ins attempted,NT Balance,Howard Springs,1
5276,2016,5,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,4
5277,2016,5,House break-ins,House break-ins actual,Darwin,-,42
5278,2016,5,House break-ins,House break-ins actual,NT Balance,Humpty Doo,1
5279,2016,5,House break-ins,House break-ins actual,Palmerston,-,19
5280,2016,5,House break-ins,House break-ins attempted,Darwin,-,8
5281,2016,5,House break-ins,House break-ins attempted,Palmerston,-,3
5282,2016,5,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,31
5283,2016,5,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,3
5284,2016,5,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,2
5285,2016,5,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,13
5286,2016,5,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,71
5287,2016,5,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,1
5288,2016,5,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,2
5289,2016,5,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,33
5290,2016,5,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,2
5291,2016,5,Property Damage Offences,Property damage offences,Darwin,-,261
5292,2016,5,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,4
5293,2016,5,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,3
5294,2016,5,Property Damage Offences,Property damage offences,Palmerston,-,90
5295,2016,5,Robbery - extortion and related offences,Blackmail and extortion,Darwin,-,1
5296,2016,5,Robbery - extortion and related offences,Robbery,Darwin,-,2
5297,2016,5,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,3
5298,2016,5,Sexual Assault and related offences,Non-assaultive sexual offences,Palmerston,-,1
5299,2016,5,Sexual Assault and related offences,Sexual assault,Darwin,-,13
5300,2016,5,Sexual Assault and related offences,Sexual assault,NT Balance,Howard Springs,1
5301,2016,5,Sexual Assault and related offences,Sexual assault,NT Balance,Humpty Doo,2
5302,2016,5,Sexual Assault and related offences,Sexual assault,Palmerston,-,1
5303,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,258
5304,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,5
5305,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,5
5306,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,104
5307,2016,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,1
5308,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,5
5309,2016,6,Acts intended to cause injury,Assault,Darwin,-,42
5310,2016,6,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
5311,2016,6,Acts intended to cause injury,Assault,Palmerston,-,10
5312,2016,6,Acts intended to cause injury,Assault,Darwin,-,35
5313,2016,6,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
5314,2016,6,Acts intended to cause injury,Assault,Palmerston,-,4
5315,2016,6,Acts intended to cause injury,Assault,Darwin,-,8
5316,2016,6,Acts intended to cause injury,Assault,Palmerston,-,6
5317,2016,6,Acts intended to cause injury,Assault,Darwin,-,29
5318,2016,6,Acts intended to cause injury,Assault,Palmerston,-,6
5319,2016,6,Acts intended to cause injury,Assault,Darwin,-,13
5320,2016,6,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
5321,2016,6,Acts intended to cause injury,Assault,Palmerston,-,3
5322,2016,6,Acts intended to cause injury,Assault,Darwin,-,25
5323,2016,6,Acts intended to cause injury,Assault,NT Balance,Howard Springs,3
5324,2016,6,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
5325,2016,6,Acts intended to cause injury,Assault,Palmerston,-,4
5326,2016,6,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,1
5327,2016,6,Acts intended to cause injury,Other acts intended to cause injury,Palmerston,-,1
5328,2016,6,Commercial break-ins,Commercial break-ins actual,Darwin,-,54
5329,2016,6,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,3
5330,2016,6,Commercial break-ins,Commercial break-ins actual,Palmerston,-,17
5331,2016,6,Commercial break-ins,Commercial break-ins attempted,Darwin,-,2
5332,2016,6,Commercial break-ins,Commercial break-ins attempted,NT Balance,Howard Springs,1
5333,2016,6,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,2
5334,2016,6,House break-ins,House break-ins actual,Darwin,-,48
5335,2016,6,House break-ins,House break-ins actual,Palmerston,-,16
5336,2016,6,House break-ins,House break-ins attempted,Darwin,-,9
5337,2016,6,House break-ins,House break-ins attempted,Palmerston,-,6
5338,2016,6,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,36
5339,2016,6,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,2
5340,2016,6,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,14
5341,2016,6,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,48
5342,2016,6,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,26
5343,2016,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,3
5344,2016,6,Property Damage Offences,Property damage offences,Darwin,-,230
5345,2016,6,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,2
5346,2016,6,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,12
5347,2016,6,Property Damage Offences,Property damage offences,Palmerston,-,69
5348,2016,6,Robbery - extortion and related offences,Robbery,Darwin,-,2
5349,2016,6,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,1
5350,2016,6,Sexual Assault and related offences,Non-assaultive sexual offences,Palmerston,-,1
5351,2016,6,Sexual Assault and related offences,Sexual assault,Darwin,-,6
5352,2016,6,Sexual Assault and related offences,Sexual assault,NT Balance,Howard Springs,1
5353,2016,6,Sexual Assault and related offences,Sexual assault,Palmerston,-,4
5354,2016,6,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,251
5355,2016,6,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,2
5356,2016,6,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,7
5357,2016,6,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,96
5358,2016,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,3
5359,2016,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,8
5360,2016,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,1
5361,2016,7,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,6
5362,2016,7,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,1
5363,2016,7,Acts intended to cause injury,Assault,Darwin,-,36
5364,2016,7,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
5365,2016,7,Acts intended to cause injury,Assault,Palmerston,-,15
5366,2016,7,Acts intended to cause injury,Assault,Darwin,-,32
5367,2016,7,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
5368,2016,7,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
5369,2016,7,Acts intended to cause injury,Assault,Palmerston,-,4
5370,2016,7,Acts intended to cause injury,Assault,Darwin,-,10
5371,2016,7,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
5372,2016,7,Acts intended to cause injury,Assault,Palmerston,-,2
5373,2016,7,Acts intended to cause injury,Assault,Darwin,-,28
5374,2016,7,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
5375,2016,7,Acts intended to cause injury,Assault,Palmerston,-,4
5376,2016,7,Acts intended to cause injury,Assault,Darwin,-,10
